"targa","data_immatricolazione","propietario","modello","allestimento"
"YZ893QN","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"LS169CY","2010-05-22 22:10:25","NVNJPT84E20G913G","Ecosport","Sport"
"SG840YK","2010-05-22 22:10:25","KBWCYS71M09B985N","Ecosport","Sport"
"RE256NO","2010-05-22 22:10:25","NVNJPT84E20G913G","Ecosport","Sport"
"SC853DC","2010-05-22 22:10:25","RLBRBL54C59I690Y","Ecosport","Sport"
"JF915RR","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"RJ586UJ","2010-05-22 22:10:25","MRRFPM58E29C803O","Ecosport","Sport"
"QC103YS","2010-05-22 22:10:25","RRNHCT55M24F944G","Ecosport","Sport"
"KP225MN","2010-05-22 22:10:25","PFXYBC33H43F924E","Ecosport","Sport"
"GI728TS","2010-05-22 22:10:25","QAUDCO74E20B457F","Ecosport","Sport"
"HR646LI","2010-05-22 22:10:25","GZMVGD91H61E684W","Ecosport","Sport"
"QD137CF","2010-05-22 22:10:25","LKDGXK54D05M153T","Ecosport","Sport"
"JG081ZT","2010-05-22 22:10:25","LLYYHJ28P49B157X","Ecosport","Sport"
"NK209TQ","2010-05-22 22:10:25","FGPKTM32L25F250Y","Ecosport","Sport"
"TX882UR","2010-05-22 22:10:25","LLMSDV82R03B591I","Ecosport","Sport"
"YZ926KO","2010-05-22 22:10:25","QAUDCO74E20B457F","Ecosport","Sport"
"HY867SL","2010-05-22 22:10:25","HCYBGQ39M54F035P","Ecosport","Sport"
"IH291MD","2010-05-22 22:10:25","BMPZVG79R45L487W","Ecosport","Sport"
"MA698HT","2010-05-22 22:10:25","RLBRBL54C59I690Y","Ecosport","Sport"
"GI328FB","2010-05-22 22:10:25","PDHHXR28T43A184X","Ecosport","Sport"
"HB037BA","2010-05-22 22:10:25","TPLFHK94L23C596M","Ecosport","Sport"
"HI100HL","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ecosport","Sport"
"WT584RZ","2010-05-22 22:10:25","QQTDSH54P63L303M","Ecosport","Sport"
"YR261LZ","2010-05-22 22:10:25","KBWCYS71M09B985N","Ecosport","Sport"
"ZV312GZ","2010-05-22 22:10:25","MRRFPM58E29C803O","Ecosport","Sport"
"GM792OG","2010-05-22 22:10:25","HNZVVF28C65G028Y","Ecosport","Sport"
"ZX625ZZ","2010-05-22 22:10:25","PFXYBC33H43F924E","Ecosport","Sport"
"TQ871SQ","2010-05-22 22:10:25","RRNHCT55M24F944G","Ecosport","Sport"
"EN215RW","2010-05-22 22:10:25","MRRFPM58E29C803O","Ecosport","Sport"
"WU921JL","2010-05-22 22:10:25","VFKNDG91H65C623X","Ecosport","Sport"
"FP729UW","2010-05-22 22:10:25","ZVFRXE51C68I030E","Ecosport","Sport"
"GM369QB","2010-05-22 22:10:25","DKHTMG49H24I896S","Ecosport","Sport"
"AH352NF","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ecosport","Sport"
"PG475II","2010-05-22 22:10:25","RRNHCT55M24F944G","Ecosport","Sport"
"ME145LZ","2010-05-22 22:10:25","RRNHCT55M24F944G","Ecosport","Sport"
"TR473DI","2010-05-22 22:10:25","RLBRBL54C59I690Y","Ecosport","Sport"
"PL315AY","2010-05-22 22:10:25","QTPVZC86D08E615C","Ecosport","Sport"
"BG921EK","2010-05-22 22:10:25","DHAMJU58C68H445W","Ecosport","Sport"
"RN438GJ","2010-05-22 22:10:25","RRNHCT55M24F944G","Ecosport","Sport"
"VH352ZW","2010-05-22 22:10:25","MRRFPM58E29C803O","Ecosport","Sport"
"IA208WL","2010-05-22 22:10:25","ZVFRXE51C68I030E","Ecosport","Sport"
"VS146HV","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"ZX894WX","2010-05-22 22:10:25","ZBRPQL35S52F939S","Ecosport","Sport"
"AX963ZO","2010-05-22 22:10:25","XTDKVG59D28F605E","Ecosport","Sport"
"YR746DM","2010-05-22 22:10:25","NVNJPT84E20G913G","Ecosport","Sport"
"CK609RG","2010-05-22 22:10:25","VFKNDG91H65C623X","Ecosport","Sport"
"VZ140GE","2010-05-22 22:10:25","VGVSZB98T64D915I","Ecosport","Sport"
"HI134EY","2010-05-22 22:10:25","LLMSDV82R03B591I","Ecosport","Sport"
"NG023ZH","2010-05-22 22:10:25","PPJTKR52S49G297K","Ecosport","Sport"
"AP062NH","2010-05-22 22:10:25","LLMSDV82R03B591I","Ecosport","Sport"
"YA697YQ","2010-05-22 22:10:25","NZVDZQ91M61M211F","Ecosport","Sport"
"EB857FK","2010-05-22 22:10:25","BTQLHB34R61A975Q","A1","Luxury"
"NY084VO","2010-05-22 22:10:25","XTDKVG59D28F605E","A1","Luxury"
"DB169JN","2010-05-22 22:10:25","RRNHCT55M24F944G","A1","Luxury"
"WI290NC","2010-05-22 22:10:25","VGVSZB98T64D915I","A1","Luxury"
"SR273UY","2010-05-22 22:10:25","HCYBGQ39M54F035P","A1","Luxury"
"DU907ZM","2010-05-22 22:10:25","SBCGZR53B08A320F","A1","Luxury"
"MZ642GV","2010-05-22 22:10:25","SBCGZR53B08A320F","A1","Luxury"
"DS449TI","2010-05-22 22:10:25","DKHTMG49H24I896S","A1","Luxury"
"SN202FR","2010-05-22 22:10:25","DKHTMG49H24I896S","A1","Luxury"
"RT315MJ","2010-05-22 22:10:25","NZVDZQ91M61M211F","A1","Luxury"
"HW032OW","2010-05-22 22:10:25","BTQLHB34R61A975Q","A1","Luxury"
"ZT356YO","2010-05-22 22:10:25","PDHHXR28T43A184X","A1","Luxury"
"XW456HH","2010-05-22 22:10:25","FGPKTM32L25F250Y","A1","Luxury"
"YI978OT","2010-05-22 22:10:25","QMTQMJ72S61M204I","A1","Luxury"
"ZI811AQ","2010-05-22 22:10:25","DTBFGB99B22A760E","A1","Luxury"
"CQ697AV","2010-05-22 22:10:25","PFXYBC33H43F924E","A1","Luxury"
"DY804JO","2010-05-22 22:10:25","NVNJPT84E20G913G","A1","Luxury"
"IT239KN","2010-05-22 22:10:25","XTDKVG59D28F605E","CX3","Luxury"
"XK079CW","2010-05-22 22:10:25","MRRFPM58E29C803O","CX3","Luxury"
"QS115IG","2010-05-22 22:10:25","YRLSBX54D65Z345W","CX3","Luxury"
"PF700TN","2010-05-22 22:10:25","KXFVCR98S55D168M","CX3","Luxury"
"WY933KV","2010-05-22 22:10:25","ZVFRXE51C68I030E","CX3","Luxury"
"PD598YX","2010-05-22 22:10:25","PFXYBC33H43F924E","CX3","Luxury"
"OX577VH","2010-05-22 22:10:25","DTBFGB99B22A760E","CX3","Luxury"
"WZ562XQ","2010-05-22 22:10:25","GZMVGD91H61E684W","CX3","Luxury"
"AZ005KM","2010-05-22 22:10:25","BMPZVG79R45L487W","CX3","Luxury"
"HJ817HZ","2010-05-22 22:10:25","NZVDZQ91M61M211F","CX3","Luxury"
"DC400DI","2010-05-22 22:10:25","RZRKLC70H07L772S","CX3","Luxury"
"VK697KV","2010-05-22 22:10:25","ZBRPQL35S52F939S","CX3","Luxury"
"JN345UF","2010-05-22 22:10:25","NZVDZQ91M61M211F","CX3","Luxury"
"PF394GG","2010-05-22 22:10:25","QTPVZC86D08E615C","CX3","Luxury"
"KM486LG","2010-05-22 22:10:25","GZMVGD91H61E684W","CX3","Luxury"
"RX645HS","2010-05-22 22:10:25","SBCGZR53B08A320F","CX3","Luxury"
"WL026GZ","2010-05-22 22:10:25","PFXYBC33H43F924E","CX3","Luxury"
"QM213NT","2010-05-22 22:10:25","FGPKTM32L25F250Y","CX3","Luxury"
"SP286HO","2010-05-22 22:10:25","GYCJCG74P43E317Y","CX3","Luxury"
"SC136II","2010-05-22 22:10:25","FKWFNF92R22B522E","CX3","Luxury"
"WU723LH","2010-05-22 22:10:25","KXFVCR98S55D168M","CX3","Luxury"
"UP456LZ","2010-05-22 22:10:25","LLMSDV82R03B591I","CX3","Luxury"
"CM180CC","2010-05-22 22:10:25","BTQLHB34R61A975Q","CX3","Luxury"
"IQ846BR","2010-05-22 22:10:25","HSLMDN80P51B235Q","CX3","Luxury"
"KJ235BO","2010-05-22 22:10:25","VFKNDG91H65C623X","500","Luxury"
"DT860QF","2010-05-22 22:10:25","RZRKLC70H07L772S","500","Luxury"
"ZK115YH","2010-05-22 22:10:25","PFXYBC33H43F924E","500","Luxury"
"ZX618JC","2010-05-22 22:10:25","VFKNDG91H65C623X","500","Luxury"
"MX687OD","2010-05-22 22:10:25","TPLFHK94L23C596M","500","Luxury"
"KK668VA","2010-05-22 22:10:25","NVNJPT84E20G913G","500","Luxury"
"GZ184XQ","2010-05-22 22:10:25","NVNJPT84E20G913G","500","Luxury"
"WD770JT","2010-05-22 22:10:25","NVNJPT84E20G913G","500","Luxury"
"CE209GY","2010-05-22 22:10:25","QMTQMJ72S61M204I","500","Luxury"
"AX899ZD","2010-05-22 22:10:25","LLMSDV82R03B591I","500","Luxury"
"ZM346SN","2010-05-22 22:10:25","FKWFNF92R22B522E","500","Luxury"
"IS887QH","2010-05-22 22:10:25","RRNHCT55M24F944G","500","Luxury"
"QC890LU","2010-05-22 22:10:25","PPJTKR52S49G297K","500","Luxury"
"DG261RM","2010-05-22 22:10:25","DKHTMG49H24I896S","500","Luxury"
"ES896XI","2010-05-22 22:10:25","KBWCYS71M09B985N","500","Luxury"
"GY606EO","2010-05-22 22:10:25","NZVDZQ91M61M211F","500","Luxury"
"DI850MG","2010-05-22 22:10:25","QQTDSH54P63L303M","500","Luxury"
"HV495OC","2010-05-22 22:10:25","HNZVVF28C65G028Y","500","Luxury"
"BA675NV","2010-05-22 22:10:25","QTPVZC86D08E615C","500","Luxury"
"FF702BA","2010-05-22 22:10:25","BMPZVG79R45L487W","500","Luxury"
"EQ774CB","2010-05-22 22:10:25","HCYBGQ39M54F035P","500","Luxury"
"CO603QN","2010-05-22 22:10:25","VGVSZB98T64D915I","500","Luxury"
"TX503NT","2010-05-22 22:10:25","LLYYHJ28P49B157X","500","Luxury"
"FZ716KL","2010-05-22 22:10:25","VGVSZB98T64D915I","500","Luxury"
"VR206SS","2010-05-22 22:10:25","HNZVVF28C65G028Y","500","Luxury"
"KN152OY","2010-05-22 22:10:25","FKWFNF92R22B522E","500","Luxury"
"CT495HO","2010-05-22 22:10:25","MRRFPM58E29C803O","500","Luxury"
"AI948MN","2010-05-22 22:10:25","GYCJCG74P43E317Y","500","Luxury"
"WV722NP","2010-05-22 22:10:25","FQBLTT43T45L271J","500","Luxury"
"ZK050ET","2010-05-22 22:10:25","RRNHCT55M24F944G","500","Luxury"
"IK478QO","2010-05-22 22:10:25","HNZVVF28C65G028Y","500","Luxury"
"JW269KP","2010-05-22 22:10:25","GZMVGD91H61E684W","500","Luxury"
"OR341UM","2010-05-22 22:10:25","XTDKVG59D28F605E","500","Luxury"
"IT914LL","2010-05-22 22:10:25","TPLFHK94L23C596M","500","Luxury"
"TN917BY","2010-05-22 22:10:25","HNZVVF28C65G028Y","500","Luxury"
"QA995NJ","2010-05-22 22:10:25","LKDGXK54D05M153T","500","Luxury"
"MR573MU","2010-05-22 22:10:25","KBWCYS71M09B985N","500","Luxury"
"CM547BO","2010-05-22 22:10:25","HCYBGQ39M54F035P","500","Luxury"
"PZ398PX","2010-05-22 22:10:25","DTBFGB99B22A760E","500","Luxury"
"UG862YU","2010-05-22 22:10:25","NVNJPT84E20G913G","500","Luxury"
"PJ230DT","2010-05-22 22:10:25","QAUDCO74E20B457F","500","Luxury"
"ZZ330GA","2010-05-22 22:10:25","VGVSZB98T64D915I","500","Luxury"
"UD017PI","2010-05-22 22:10:25","BNFTNW47C31L775D","500","Luxury"
"ME415XA","2010-05-22 22:10:25","KBWCYS71M09B985N","500","Luxury"
"GE323NG","2010-05-22 22:10:25","PDHHXR28T43A184X","500","Luxury"
"WW396OY","2010-05-22 22:10:25","BTQLHB34R61A975Q","500","Luxury"
"CD854RM","2010-05-22 22:10:25","HCYBGQ39M54F035P","500","Luxury"
"WQ403IH","2010-05-22 22:10:25","NZVDZQ91M61M211F","500","Luxury"
"WJ983GB","2010-05-22 22:10:25","QTPVZC86D08E615C","500","Luxury"
"HY213LU","2010-05-22 22:10:25","HCYBGQ39M54F035P","500","Luxury"
"PN966CQ","2010-05-22 22:10:25","QAUDCO74E20B457F","500","Luxury"
"RI748LE","2010-05-22 22:10:25","VFKNDG91H65C623X","500","Luxury"
"LW528BI","2010-05-22 22:10:25","RZRKLC70H07L772S","500","Luxury"
"KU923NX","2010-05-22 22:10:25","HCYBGQ39M54F035P","500","Luxury"
"FY353BB","2010-05-22 22:10:25","VGVSZB98T64D915I","500","Luxury"
"TH202BU","2010-05-22 22:10:25","PFXYBC33H43F924E","Prius","Sport"
"OS443CI","2010-05-22 22:10:25","QTPVZC86D08E615C","Prius","Sport"
"XE941LO","2010-05-22 22:10:25","PDHHXR28T43A184X","Prius","Sport"
"QK408WD","2010-05-22 22:10:25","MRRFPM58E29C803O","Prius","Sport"
"BQ900HI","2010-05-22 22:10:25","QMTQMJ72S61M204I","Prius","Sport"
"LO743ZS","2010-05-22 22:10:25","QQTDSH54P63L303M","X1","Luxury"
"CW235UJ","2010-05-22 22:10:25","PPJTKR52S49G297K","X1","Luxury"
"DI366RP","2010-05-22 22:10:25","QTPVZC86D08E615C","X1","Luxury"
"YE767GJ","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"UI905EI","2010-05-22 22:10:25","ZVFRXE51C68I030E","X1","Luxury"
"HS454HT","2010-05-22 22:10:25","ZBRPQL35S52F939S","X1","Luxury"
"ZC761JX","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"PD126QI","2010-05-22 22:10:25","NZVDZQ91M61M211F","X1","Luxury"
"VS578BY","2010-05-22 22:10:25","FGPKTM32L25F250Y","X1","Luxury"
"DZ304MU","2010-05-22 22:10:25","PPJTKR52S49G297K","X1","Luxury"
"UN999EH","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"ET578BU","2010-05-22 22:10:25","KBWCYS71M09B985N","X1","Luxury"
"IY936UW","2010-05-22 22:10:25","BNFTNW47C31L775D","X1","Luxury"
"LN838EY","2010-05-22 22:10:25","ZBRPQL35S52F939S","X1","Luxury"
"MY589RJ","2010-05-22 22:10:25","HSLMDN80P51B235Q","X1","Luxury"
"JP906PO","2010-05-22 22:10:25","LKDGXK54D05M153T","X1","Luxury"
"SN743WQ","2010-05-22 22:10:25","NVNJPT84E20G913G","X1","Luxury"
"YS656HT","2010-05-22 22:10:25","BNFTNW47C31L775D","X1","Luxury"
"LX639XA","2010-05-22 22:10:25","LKDGXK54D05M153T","X1","Luxury"
"WK261JO","2010-05-22 22:10:25","ZBRPQL35S52F939S","X1","Luxury"
"BT119DK","2010-05-22 22:10:25","PDHHXR28T43A184X","X1","Luxury"
"PC208KK","2010-05-22 22:10:25","QQTDSH54P63L303M","X1","Luxury"
"TJ287BU","2010-05-22 22:10:25","GYCJCG74P43E317Y","X1","Luxury"
"RL397QJ","2010-05-22 22:10:25","DHAMJU58C68H445W","X1","Luxury"
"CM681QU","2010-05-22 22:10:25","DHAMJU58C68H445W","X1","Luxury"
"AR888RQ","2010-05-22 22:10:25","YRLSBX54D65Z345W","X1","Luxury"
"PK243DP","2010-05-22 22:10:25","PFXYBC33H43F924E","X1","Luxury"
"DT694XY","2010-05-22 22:10:25","TPLFHK94L23C596M","X1","Luxury"
"AW625HH","2010-05-22 22:10:25","FGPKTM32L25F250Y","X1","Luxury"
"HY109UV","2010-05-22 22:10:25","QAUDCO74E20B457F","X1","Luxury"
"FC106QB","2010-05-22 22:10:25","LKDGXK54D05M153T","X1","Luxury"
"JU635CI","2010-05-22 22:10:25","RZRKLC70H07L772S","X1","Luxury"
"YI121PH","2010-05-22 22:10:25","RZRKLC70H07L772S","X1","Luxury"
"OO609OM","2010-05-22 22:10:25","RLBRBL54C59I690Y","X1","Luxury"
"FS006IB","2010-05-22 22:10:25","QAUDCO74E20B457F","X1","Luxury"
"LJ231JY","2010-05-22 22:10:25","LLMSDV82R03B591I","X1","Luxury"
"PF483TT","2010-05-22 22:10:25","QTPVZC86D08E615C","X1","Luxury"
"OH802ZU","2010-05-22 22:10:25","DHAMJU58C68H445W","X1","Luxury"
"IO514FT","2010-05-22 22:10:25","PDHHXR28T43A184X","X1","Luxury"
"WY100QT","2010-05-22 22:10:25","KBWCYS71M09B985N","X1","Luxury"
"ZS997ZK","2010-05-22 22:10:25","NZVDZQ91M61M211F","X1","Luxury"
"GA937QB","2010-05-22 22:10:25","PPJTKR52S49G297K","X1","Luxury"
"GZ020OZ","2010-05-22 22:10:25","QAUDCO74E20B457F","X1","Luxury"
"MT664ZI","2010-05-22 22:10:25","FKWFNF92R22B522E","X1","Luxury"
"QA946BN","2010-05-22 22:10:25","QTPVZC86D08E615C","X1","Luxury"
"QU980KC","2010-05-22 22:10:25","HSLMDN80P51B235Q","X1","Luxury"
"DV113HB","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"GB142FM","2010-05-22 22:10:25","KBWCYS71M09B985N","X1","Luxury"
"BB030AQ","2010-05-22 22:10:25","HNZVVF28C65G028Y","X1","Luxury"
"GS304IQ","2010-05-22 22:10:25","QAUDCO74E20B457F","X1","Luxury"
"YI419TA","2010-05-22 22:10:25","LLYYHJ28P49B157X","X1","Luxury"
"OR497KT","2010-05-22 22:10:25","YRLSBX54D65Z345W","X1","Luxury"
"PU928AV","2010-05-22 22:10:25","PDHHXR28T43A184X","X1","Luxury"
"CA695VY","2010-05-22 22:10:25","HCYBGQ39M54F035P","X1","Luxury"
"LH800IK","2010-05-22 22:10:25","QTPVZC86D08E615C","X1","Luxury"
"MF746TG","2010-05-22 22:10:25","XTDKVG59D28F605E","X1","Luxury"
"FA307YB","2010-05-22 22:10:25","DTBFGB99B22A760E","X1","Luxury"
"QJ753TX","2010-05-22 22:10:25","FKWFNF92R22B522E","X1","Luxury"
"TO704TD","2010-05-22 22:10:25","GZMVGD91H61E684W","X1","Luxury"
"FI865CI","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"WG569PJ","2010-05-22 22:10:25","XTDKVG59D28F605E","X1","Luxury"
"AE964QC","2010-05-22 22:10:25","KXFVCR98S55D168M","X1","Luxury"
"OI479JW","2010-05-22 22:10:25","SBCGZR53B08A320F","X1","Luxury"
"SS449XW","2010-05-22 22:10:25","RZRKLC70H07L772S","X1","Luxury"
"XC935ZP","2010-05-22 22:10:25","RRNHCT55M24F944G","X1","Luxury"
"NY354BI","2010-05-22 22:10:25","RZRKLC70H07L772S","X1","Luxury"
"YF312GL","2010-05-22 22:10:25","QAUDCO74E20B457F","X1","Luxury"
"IP974OD","2010-05-22 22:10:25","FGPKTM32L25F250Y","X1","Luxury"
"OQ699CW","2010-05-22 22:10:25","DHAMJU58C68H445W","X1","Luxury"
"MM925QW","2010-05-22 22:10:25","GZMVGD91H61E684W","X1","Luxury"
"JD478RX","2010-05-22 22:10:25","ZVFRXE51C68I030E","X1","Luxury"
"AJ507TI","2010-05-22 22:10:25","QTPVZC86D08E615C","X1","Luxury"
"MV183KP","2010-05-22 22:10:25","VFKNDG91H65C623X","X1","Luxury"
"FZ445NH","2010-05-22 22:10:25","MRRFPM58E29C803O","X1","Luxury"
"YE764WR","2010-05-22 22:10:25","DTBFGB99B22A760E","X1","Luxury"
"TN060VO","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"VF336LO","2010-05-22 22:10:25","QQTDSH54P63L303M","X1","Luxury"
"NC882PI","2010-05-22 22:10:25","VFKNDG91H65C623X","X1","Luxury"
"JA369LB","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"VT943OS","2010-05-22 22:10:25","QAUDCO74E20B457F","X1","Luxury"
"BR778IZ","2010-05-22 22:10:25","RZRKLC70H07L772S","X1","Luxury"
"QF684FL","2010-05-22 22:10:25","HCYBGQ39M54F035P","X1","Luxury"
"GS741QO","2010-05-22 22:10:25","QAUDCO74E20B457F","X1","Luxury"
"BJ813XI","2010-05-22 22:10:25","SBCGZR53B08A320F","X1","Luxury"
"NC014FA","2010-05-22 22:10:25","RLBRBL54C59I690Y","X1","Luxury"
"IL696JF","2010-05-22 22:10:25","GZMVGD91H61E684W","X1","Luxury"
"LX362ZV","2010-05-22 22:10:25","MRRFPM58E29C803O","X1","Luxury"
"WP510KL","2010-05-22 22:10:25","DKHTMG49H24I896S","X1","Luxury"
"RC724FP","2010-05-22 22:10:25","KBWCYS71M09B985N","X1","Luxury"
"BF102FY","2010-05-22 22:10:25","NZVDZQ91M61M211F","X1","Luxury"
"HY921FE","2010-05-22 22:10:25","QMTQMJ72S61M204I","X1","Luxury"
"PZ321OZ","2010-05-22 22:10:25","PDHHXR28T43A184X","X1","Luxury"
"TA937HY","2010-05-22 22:10:25","MRRFPM58E29C803O","X1","Luxury"
"CG324MX","2010-05-22 22:10:25","YRLSBX54D65Z345W","X1","Luxury"
"AZ769OS","2010-05-22 22:10:25","BNFTNW47C31L775D","X1","Luxury"
"ED180CY","2010-05-22 22:10:25","RZRKLC70H07L772S","X1","Luxury"
"FQ421YK","2010-05-22 22:10:25","YRLSBX54D65Z345W","X1","Luxury"
"IY697ZB","2010-05-22 22:10:25","GZMVGD91H61E684W","X1","Luxury"
